timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1585102757460,1169,HTTP Request,200,OK,Thread Group 1-165,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1169,utf-8,1,0,DESKTOP-R960KRP,0,959
1585102757247,1369,HTTP Request,200,OK,Thread Group 1-84,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1369,utf-8,1,0,DESKTOP-R960KRP,0,1166
1585102757229,1385,HTTP Request,200,OK,Thread Group 1-150,text,true,,1905,130,147,147,https://reqres.in/api/users?page=2,,1385,utf-8,1,0,DESKTOP-R960KRP,0,1179
1585102757260,1332,HTTP Request,200,OK,Thread Group 1-136,text,true,,1905,130,149,149,https://reqres.in/api/users?page=2,,1332,utf-8,1,0,DESKTOP-R960KRP,0,1145
1585102757245,1355,HTTP Request,200,OK,Thread Group 1-90,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1355,utf-8,1,0,DESKTOP-R960KRP,0,1166
1585102757435,1164,HTTP Request,200,OK,Thread Group 1-147,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1164,utf-8,1,0,DESKTOP-R960KRP,0,984
1585102757455,1144,HTTP Request,200,OK,Thread Group 1-160,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1143,utf-8,1,0,DESKTOP-R960KRP,0,963
1585102757228,1361,HTTP Request,200,OK,Thread Group 1-157,text,true,,1905,130,149,149,https://reqres.in/api/users?page=2,,1361,utf-8,1,0,DESKTOP-R960KRP,0,1179
1585102757234,1364,HTTP Request,200,OK,Thread Group 1-131,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1364,utf-8,1,0,DESKTOP-R960KRP,0,1179
1585102757459,1139,HTTP Request,200,OK,Thread Group 1-164,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1139,utf-8,1,0,DESKTOP-R960KRP,0,960
1585102757257,1340,HTTP Request,200,OK,Thread Group 1-134,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1340,utf-8,1,0,DESKTOP-R960KRP,0,1152
1585102757233,1364,HTTP Request,200,OK,Thread Group 1-135,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1364,utf-8,1,0,DESKTOP-R960KRP,0,1176
1585102757233,1364,HTTP Request,200,OK,Thread Group 1-137,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1364,utf-8,1,0,DESKTOP-R960KRP,0,1179
1585102757463,1238,HTTP Request,200,OK,Thread Group 1-169,text,true,,1905,130,92,92,https://reqres.in/api/users?page=2,,1238,utf-8,1,0,DESKTOP-R960KRP,0,1045
1585102757251,1346,HTTP Request,200,OK,Thread Group 1-78,text,true,,1905,130,148,148,https://reqres.in/api/users?page=2,,1345,utf-8,1,0,DESKTOP-R960KRP,0,1158
